step,x,y,segment_length,cumulative_length
374,43,26,3.1622776601683795,488.464510063387
375,44,26,1.0,489.464510063387
376,45,26,1.0,490.464510063387
377,45,25,1.0,491.464510063387
378,46,25,1.0,492.464510063387
379,46,28,3.0,495.464510063387
380,47,30,2.23606797749979,497.7005780408868
381,47,31,1.0,498.7005780408868
382,46,31,1.0,499.7005780408868
383,45,31,1.0,500.7005780408868
384,44,31,1.0,501.7005780408868
385,44,32,1.0,502.7005780408868
386,45,32,1.0,503.7005780408868
387,46,32,1.0,504.7005780408868
388,46,33,1.0,505.7005780408868
389,46,34,1.0,506.7005780408868
390,45,34,1.0,507.7005780408868
391,45,33,1.0,508.7005780408868
392,44,33,1.0,509.7005780408868
393,43,33,1.0,510.7005780408868
394,43,34,1.0,511.7005780408868
395,42,34,1.0,512.7005780408867
396,42,33,1.0,513.7005780408867
397,41,34,1.4142135623730951,515.1147916032598
398,41,35,1.0,516.1147916032598
399,42,35,1.0,517.1147916032598
400,42,36,1.0,518.1147916032598
401,43,36,1.0,519.1147916032598
402,43,37,1.0,520.1147916032598
403,44,37,1.0,521.1147916032598
404,44,36,1.0,522.1147916032598
405,44,35,1.0,523.1147916032598
406,43,35,1.0,524.1147916032598
407,44,34,1.4142135623730951,525.529005165633
408,45,35,1.4142135623730951,526.9432187280061
409,46,35,1.0,527.9432187280061
410,45,36,1.4142135623730951,529.3574322903792
411,45,37,1.0,530.3574322903792
412,45,38,1.0,531.3574322903792
413,44,38,1.0,532.3574322903792
414,43,38,1.0,533.3574322903792
415,42,38,1.0,534.3574322903792
416,41,38,1.0,535.3574322903792
417,41,37,1.0,536.3574322903792
418,40,37,1.0,537.3574322903792
419,39,37,1.0,538.3574322903792
420,39,36,1.0,539.3574322903792
421,40,36,1.0,540.3574322903792
422,41,36,1.0,541.3574322903792
423,42,37,1.4142135623730951,542.7716458527523
424,40,38,2.23606797749979,545.0077138302521
425,39,38,1.0,546.0077138302521
426,38,38,1.0,547.0077138302521
427,38,37,1.0,548.0077138302521
428,38,36,1.0,549.0077138302521
429,38,35,1.0,550.0077138302521
430,37,35,1.0,551.0077138302521
431,36,35,1.0,552.0077138302521
432,35,35,1.0,553.0077138302521
433,35,34,1.0,554.0077138302521
434,36,34,1.0,555.0077138302521
435,37,34,1.0,556.0077138302521
436,38,34,1.0,557.0077138302521
437,38,33,1.0,558.0077138302521
438,40,32,2.23606797749979,560.2437818077519
439,42,31,2.23606797749979,562.4798497852518
440,36,31,6.0,568.4798497852518
441,36,30,1.0,569.4798497852518
442,35,31,1.4142135623730951,570.8940633476249
443,34,31,1.0,571.8940633476249
444,34,33,2.0,573.8940633476249
445,34,34,1.0,574.8940633476249
446,33,34,1.0,575.8940633476249
447,33,35,1.0,576.8940633476249
448,33,36,1.0,577.8940633476249
449,33,37,1.0,578.8940633476249
450,32,37,1.0,579.8940633476249
451,32,36,1.0,580.8940633476249
452,32,35,1.0,581.8940633476249
453,32,34,1.0,582.8940633476249
454,34,35,2.23606797749979,585.1301313251247
455,34,36,1.0,586.1301313251247
456,34,37,1.0,587.1301313251247
457,35,37,1.0,588.1301313251247
458,35,36,1.0,589.1301313251247
459,36,36,1.0,590.1301313251247
460,36,37,1.0,591.1301313251247
461,36,38,1.0,592.1301313251247
462,35,38,1.0,593.1301313251247
463,34,38,1.0,594.1301313251247
464,33,38,1.0,595.1301313251247
465,32,38,1.0,596.1301313251247
466,37,38,5.0,601.1301313251247
467,37,37,1.0,602.1301313251247
468,37,36,1.0,603.1301313251247
469,36,32,4.123105625617661,607.2532369507423
