timestamp,chisel_pink_1_x,chisel_pink_1_y,chisel_pink_2_x,chisel_pink_2_y,hammer_yellow_x,hammer_yellow_y,chisel_pink_1_confidence,chisel_pink_2_confidence,hammer_yellow_confidence,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z
1738061326.2357953,74,327,74,337,1,1,,,0,,,,,,
1738061326.2916229,74,351,,,1,0,,,0,,,,,,
1738061326.3359494,77,372,,,1,0,,,0,,,,,,
1738061326.3856509,,,,,0,0,,,0,,,,,,
1738061326.4356635,73,361,,,1,0,,,0,,,,,,
1738061326.4835992,74,349,,,1,0,,,0,,,,,,
1738061326.535626,,,,,0,0,,,0,,,,,,
1738061326.587037,,,,,0,0,,,0,,,,,,
1738061326.6356492,,,,,0,0,,,0,,,,,,
1738061326.6842983,,,,,0,0,,,0,,,,,,
1738061326.7357512,80,358,,,1,0,,,0,,,,,,
1738061326.7836103,,,,,0,0,,,0,,,,,,
1738061326.8372877,,,,,0,0,,,0,,,,,,
1738061326.8839076,,,,,0,0,,,0,,,,,,
1738061326.9360359,,,,,0,0,,,0,,,,,,
1738061326.9836898,,,,,0,0,,,0,,,,,,
1738061327.0371695,,,,,0,0,,,0,,,,,,
1738061327.0836139,,,,,0,0,51,220,1,,,,,,
1738061327.1359181,,,,,0,0,40,215,1,,,,,,
1738061327.1837232,,,,,0,0,27,224,1,,,,,,
1738061327.235726,,,,,0,0,12,230,1,,,,,,
1738061327.2837098,,,,,0,0,5,234,1,,,,,,
1738061327.3356752,,,,,0,0,1,238,1,,,,,,
1738061327.3855324,,,,,0,0,,,0,,,,,,
1738061327.4357502,,,,,0,0,,,0,,,,,,
1738061327.4838746,,,,,0,0,,,0,,,,,,
1738061327.5423036,,,,,0,0,,,0,,,,,,
1738061327.584089,,,,,0,0,,,0,,,,,,
1738061327.6462593,,,,,0,0,,,0,,,,,,
1738061327.6855705,,,,,0,0,,,0,,,,,,
1738061327.7356684,,,,,0,0,,,0,,,,,,
1738061327.7837903,,,,,0,0,,,0,,,,,,
1738061327.8356607,,,,,0,0,,,0,,,,,,
1738061327.8839636,,,,,0,0,,,0,,,,,,
1738061327.9371161,,,,,0,0,,,0,,,,,,
1738061327.9837337,,,,,0,0,,,0,,,,,,
1738061328.058413,,,,,0,0,,,0,,,,,,
1738061328.0838838,,,,,0,0,,,0,,,,,,
1738061328.1356642,,,,,0,0,,,0,,,,,,
1738061328.1835866,,,,,0,0,,,0,,,,,,
1738061328.2362254,,,,,0,0,,,0,,,,,,
1738061328.2840376,,,,,0,0,,,0,,,,,,
1738061328.3359587,,,,,0,0,,,0,,,,,,
1738061328.3836107,,,,,0,0,,,0,,,,,,
1738061328.4356809,,,,,0,0,,,0,,,,,,
1738061328.4836738,,,,,0,0,,,0,,,,,,
1738061328.5356078,,,,,0,0,,,0,,,,,,
1738061328.5837126,,,,,0,0,,,0,,,,,,
1738061328.6357424,,,,,0,0,,,0,,,,,,
1738061328.683781,,,,,0,0,,,0,,,,,,
1738061328.7359927,,,,,0,0,,,0,,,,,,
1738061328.7838445,,,,,0,0,,,0,,,,,,
1738061328.835613,,,,,0,0,,,0,,,,,,
1738061328.8857465,,,,,0,0,,,0,,,,,,
1738061328.9362469,,,,,0,0,,,0,,,,,,
1738061328.983701,,,,,0,0,,,0,,,,,,
1738061329.035839,,,,,0,0,,,0,,,,,,
1738061329.083578,,,,,0,0,,,0,,,,,,
1738061329.1358728,,,,,0,0,,,0,,,,,,
1738061329.1836765,,,,,0,0,,,0,,,,,,
1738061329.2362866,,,,,0,0,,,0,,,,,,
1738061329.2837346,,,,,0,0,,,0,,,,,,
1738061329.3364086,,,,,0,0,,,0,,,,,,
1738061329.3876286,,,,,0,0,,,0,,,,,,
1738061329.435651,,,,,0,0,,,0,,,,,,
1738061329.4877944,,,,,0,0,,,0,,,,,,
1738061329.5355995,,,,,0,0,,,0,,,,,,
1738061329.5899074,,,,,0,0,,,0,,,,,,
1738061329.6480806,,,,,0,0,,,0,,,,,,
1738061329.6875713,,,,,0,0,5,218,1,,,,,,
1738061329.7356515,,,,,0,0,14,214,1,,,,,,
1738061329.7879891,70,394,,,1,0,25,211,1,,,,,,
1738061329.8648608,,,,,0,0,35,209,1,,,,,,
1738061329.8876703,,,,,0,0,42,209,1,,,,,,
1738061329.9367075,54,383,,,1,0,48,210,1,,,,,,
1738061329.988312,,,,,0,0,53,210,1,,,,,,
1738061330.0357573,,,,,0,0,68,206,1,,,,,,
1738061330.088848,,,,,0,0,86,203,1,,,,,,
1738061330.1357841,,,,,0,0,103,192,1,,,,,,
1738061330.187761,52,360,,,1,0,,,0,,,,,,
1738061330.2358236,,,,,0,0,,,0,,,,,,
1738061330.3105314,72,371,,,1,0,,,0,,,,,,
1738061330.356051,58,355,,,1,0,,,0,,,,,,
1738061330.3941503,,,,,0,0,,,0,,,,,,
1738061330.4361613,,,,,0,0,,,0,,,,,,
1738061330.4882002,,,,,0,0,,,0,,,,,,
1738061330.5784004,39,360,,,1,0,,,0,,,,,,
1738061330.6006672,,,,,0,0,,,0,,,,,,
1738061330.6434562,,,,,0,0,,,0,,,,,,
1738061330.7265844,,,,,0,0,,,0,,,,,,
1738061330.777183,,,,,0,0,,,0,,,,,,
1738061330.8079503,,,,,0,0,,,0,,,,,,
1738061330.835691,,,,,0,0,,,0,,,,,,
1738061330.8878334,,,,,0,0,,,0,,,,,,
1738061330.9355323,,,,,0,0,,,0,,,,,,
1738061330.9876802,41,367,,,1,0,,,0,,,,,,
1738061331.0355847,40,371,,,1,0,,,0,,,,,,
1738061331.0880687,39,355,,,1,0,,,0,,,,,,
1738061331.1567783,,,,,0,0,96,174,1,,,,,,
1738061331.229577,,,,,0,0,73,181,1,,,,,,
1738061331.2536068,,,,,0,0,60,188,1,,,,,,
1738061331.2891421,,,,,0,0,51,189,1,,,,,,
1738061331.3355887,,,,,0,0,40,186,1,,,,,,
1738061331.3876321,,,,,0,0,33,183,1,,,,,,
1738061331.4397693,,,,,0,0,25,184,1,,,,,,
1738061331.48987,,,,,0,0,18,188,1,,,,,,
1738061331.5363083,,,,,0,0,9,193,1,,,,,,
1738061331.588158,,,,,0,0,4,197,1,,,,,,
1738061331.635667,,,,,0,0,,,0,,,,,,
1738061331.7084103,,,,,0,0,,,0,,,,,,
1738061331.739732,,,,,0,0,,,0,,,,,,
1738061331.787791,,,,,0,0,,,0,,,,,,
1738061331.8356614,,,,,0,0,,,0,,,,,,
1738061331.887494,,,,,0,0,,,0,,,,,,
1738061331.9355447,,,,,0,0,,,0,,,,,,
1738061331.9875903,,,,,0,0,,,0,,,,,,
1738061332.035573,,,,,0,0,,,0,,,,,,
1738061332.0894563,,,,,0,0,,,0,,,,,,
1738061332.1361902,,,,,0,0,,,0,,,,,,
1738061332.1877916,,,,,0,0,,,0,,,,,,
1738061332.23597,,,,,0,0,,,0,,,,,,
1738061332.2883916,,,,,0,0,,,0,,,,,,
1738061332.3357265,,,,,0,0,,,0,,,,,,
1738061332.3877096,,,,,0,0,,,0,,,,,,
1738061332.7297704,,,,,0,0,,,0,,,,,,
1738061332.8813868,,,,,0,0,5,193,1,,,,,,
1738061332.9693305,,,,,0,0,21,187,1,,,,,,
1738061332.991891,,,,,0,0,40,181,1,,,,,,
1738061333.053183,,,,,0,0,103,168,1,,,,,,
1738061333.1610901,,,,,0,0,162,160,1,,,,,,
1738061333.2303095,,,,,0,0,,,0,,,,,,
1738061333.3988543,,,,,0,0,,,0,,,,,,
1738061333.5785022,,,,,0,0,,,0,,,,,,
1738061333.7546446,,,,,0,0,298,148,1,,,,,,
1738061334.1645594,21,411,,,1,0,314,146,1,,,,,,
1738061334.555653,94,374,87,391,1,1,356,115,1,,,,,,
1738061334.5866733,,,,,0,0,381,116,1,,,,,,
1738061334.606788,,,,,0,0,,,0,,,,,,
1738061334.6320515,,,,,0,0,425,89,1,,,,,,
1738061334.8625565,,,,,0,0,428,92,1,,,,,,
1738061335.2726681,,,,,0,0,433,91,1,,,,,,
1738061335.317444,,,,,0,0,,,0,,,,,,
1738061335.3700392,,,,,0,0,,,0,,,,,,
1738061335.4109974,,,,,0,0,458,94,1,,,,,,
1738061335.4324265,,,,,0,0,444,92,1,,,,,,
1738061335.456424,,,,,0,0,443,92,1,,,,,,
1738061335.5089037,,,,,0,0,441,92,1,,,,,,
1738061335.5649881,,,,,0,0,441,92,1,,,,,,
1738061335.6184952,,,,,0,0,440,91,1,,,,,,
1738061335.6484478,,,,,0,0,440,92,1,,,,,,
1738061335.7163343,,,,,0,0,441,91,1,,,,,,
1738061335.7390046,,,,,0,0,443,91,1,,,,,,
1738061335.8180873,,,,,0,0,444,91,1,,,,,,
1738061335.8599517,,,,,0,0,444,92,1,,,,,,
1738061335.901526,,,,,0,0,444,91,1,,,,,,
1738061335.9305995,,,,,0,0,443,92,1,,,,,,
1738061335.9539373,,,,,0,0,441,92,1,,,,,,
1738061335.9956746,,,,,0,0,438,89,1,,,,,,
1738061336.0404947,,,,,0,0,435,90,1,,,,,,
1738061336.0928612,,,,,0,0,432,88,1,,,,,,
1738061336.139609,,,,,0,0,,,0,,,,,,
1738061336.1919177,,,,,0,0,,,0,,,,,,
1738061336.2395706,,,,,0,0,,,0,,,,,,
1738061336.2916124,,,,,0,0,,,0,,,,,,
1738061336.3397105,,,,,0,0,394,87,1,,,,,,
1738061336.39164,,,,,0,0,382,88,1,,,,,,
1738061336.4396372,,,,,0,0,366,85,1,,,,,,
1738061336.4918392,,,,,0,0,,,0,,,,,,
1738061336.5764418,,,,,0,0,,,0,,,,,,
1738061336.6402028,,,,,0,0,,,0,,,,,,
1738061336.6611633,,,,,0,0,,,0,,,,,,
1738061336.69171,,,,,0,0,,,0,,,,,,
1738061336.7396505,,,,,0,0,,,0,,,,,,
1738061336.7923675,,,,,0,0,,,0,,,,,,
1738061336.8396134,,,,,0,0,,,0,,,,,,
1738061336.891738,,,,,0,0,,,0,,,,,,
1738061336.9396322,,,,,0,0,,,0,,,,,,
1738061336.9918106,,,,,0,0,,,0,,,,,,
1738061337.0400944,,,,,0,0,,,0,,,,,,
1738061337.0915177,,,,,0,0,,,0,,,,,,
1738061337.140296,,,,,0,0,,,0,,,,,,
1738061337.1918447,,,,,0,0,,,0,,,,,,
1738061337.2396193,,,,,0,0,,,0,,,,,,
1738061337.2917693,,,,,0,0,,,0,,,,,,
1738061337.3504303,,,,,0,0,,,0,,,,,,
1738061337.3919463,,,,,0,0,,,0,,,,,,
1738061337.4617436,,,,,0,0,,,0,,,,,,
1738061337.4918306,,,,,0,0,,,0,,,,,,
1738061337.5445638,,,,,0,0,,,0,,,,,,
1738061337.5916643,,,,,0,0,,,0,,,,,,
1738061337.6439788,,,,,0,0,,,0,,,,,,
1738061337.6938827,,,,,0,0,,,0,,,,,,
1738061337.7869105,,,,,0,0,,,0,,,,,,
1738061337.8105,,,,,0,0,,,0,,,,,,
1738061337.844238,,,,,0,0,,,0,,,,,,
1738061337.8917887,,,,,0,0,,,0,,,,,,
1738061337.9396741,,,,,0,0,,,0,,,,,,
1738061337.9916372,,,,,0,0,,,0,,,,,,
1738061338.0407434,,,,,0,0,,,0,,,,,,
1738061338.0917315,,,,,0,0,,,0,,,,,,
1738061338.139755,,,,,0,0,,,0,,,,,,
1738061338.1916623,,,,,0,0,,,0,,,,,,
1738061338.240423,,,,,0,0,,,0,,,,,,
1738061338.2923384,,,,,0,0,,,0,,,,,,
1738061338.3398676,,,,,0,0,,,0,,,,,,
1738061338.4009795,,,,,0,0,,,0,,,,,,
1738061338.4397082,,,,,0,0,,,0,,,,,,
1738061338.5275562,,,,,0,0,,,0,,,,,,
1738061338.5870967,,,,,0,0,,,0,,,,,,
1738061338.610648,,,,,0,0,,,0,,,,,,
1738061338.6665547,,,,,0,0,,,0,,,,,,
1738061338.697779,,,,,0,0,,,0,,,,,,
1738061338.7433987,,,,,0,0,,,0,,,,,,
1738061338.791896,,,,,0,0,,,0,,,,,,
1738061338.8435993,,,,,0,0,,,0,,,,,,
1738061338.891822,,,,,0,0,,,0,,,,,,
1738061338.9439487,,,,,0,0,,,0,,,,,,
1738061338.992095,,,,,0,0,,,0,,,,,,
1738061339.0444381,,,,,0,0,,,0,,,,,,
1738061339.0917015,,,,,0,0,,,0,,,,,,
1738061339.1440403,,,,,0,0,,,0,,,,,,
1738061339.1920922,,,,,0,0,,,0,,,,,,
1738061339.243827,,,,,0,0,,,0,,,,,,
1738061339.291925,,,,,0,0,,,0,,,,,,
1738061339.344271,,,,,0,0,,,0,,,,,,
1738061339.4016201,,,,,0,0,,,0,,,,,,
1738061339.4852357,,,,,0,0,,,0,,,,,,
1738061339.5227766,,,,,0,0,,,0,,,,,,
1738061339.5452547,,,,,0,0,,,0,,,,,,
1738061339.5918033,,,,,0,0,,,0,,,,,,
1738061339.6438503,,,,,0,0,,,0,,,,,,
1738061339.6934597,,,,,0,0,,,0,,,,,,
1738061340.0900295,,,,,0,0,,,0,,,,,,
1738061340.132495,,,,,0,0,,,0,,,,,,
1738061340.1638675,,,,,0,0,,,0,,,,,,
1738061340.1930299,,,,,0,0,,,0,,,,,,
1738061340.288519,,,,,0,0,,,0,,,,,,
1738061340.3284407,,,,,0,0,,,0,,,,,,
1738061340.3582914,,,,,0,0,,,0,,,,,,
1738061340.6163597,,,,,0,0,,,0,,,,,,
1738061340.6335523,,,,,0,0,,,0,,,,,,
1738061340.665446,,,,,0,0,,,0,,,,,,
1738061340.7429748,,,,,0,0,,,0,,,,,,
1738061340.77232,,,,,0,0,,,0,,,,,,
1738061340.8071463,,,,,0,0,,,0,,,,,,
1738061340.8258684,,,,,0,0,,,0,,,,,,
1738061340.8562348,,,,,0,0,,,0,,,,,,
1738061340.8915699,,,,,0,0,,,0,,,,,,
1738061340.9445252,,,,,0,0,,,0,,,,,,
1738061340.9915202,,,,,0,0,,,0,,,,,,
1738061341.0435488,,,,,0,0,,,0,,,,,,
1738061341.0916724,,,,,0,0,,,0,,,,,,
1738061341.1439703,,,,,0,0,,,0,,,,,,
1738061341.1922126,,,,,0,0,,,0,,,,,,
1738061341.2574108,,,,,0,0,,,0,,,,,,
1738061341.2938817,,,,,0,0,,,0,,,,,,
1738061341.3437319,,,,,0,0,,,0,,,,,,
1738061341.3916063,,,,,0,0,,,0,,,,,,
1738061341.4551141,,,,,0,0,,,0,,,,,,
1738061341.4914396,,,,,0,0,,,0,,,,,,
1738061341.5437675,,,,,0,0,,,0,,,,,,
1738061341.5918584,,,,,0,0,,,0,,,,,,
1738061341.6740875,,,,,0,0,,,0,,,,,,
1738061341.743593,,,,,0,0,,,0,,,,,,
1738061341.7708275,,,,,0,0,,,0,,,,,,
1738061341.8050232,,,,,0,0,,,0,,,,,,
1738061341.8437996,,,,,0,0,,,0,,,,,,
1738061341.8956032,,,,,0,0,,,0,,,,,,
1738061341.950921,,,,,0,0,,,0,,,,,,
1738061342.0418062,,,,,0,0,,,0,,,,,,
1738061342.074712,,,,,0,0,,,0,,,,,,
1738061342.103631,,,,,0,0,,,0,,,,,,
1738061342.143816,,,,,0,0,,,0,,,,,,
1738061342.1962423,,,,,0,0,,,0,,,,,,
1738061342.2443292,,,,,0,0,,,0,,,,,,
1738061342.2973628,,,,,0,0,,,0,,,,,,
1738061342.3436716,,,,,0,0,,,0,,,,,,
1738061342.3963604,,,,,0,0,,,0,,,,,,
1738061342.4437752,,,,,0,0,,,0,,,,,,
1738061342.4957886,,,,,0,0,,,0,,,,,,
1738061342.5436072,,,,,0,0,,,0,,,,,,
1738061342.5964952,,,,,0,0,,,0,,,,,,
1738061342.643591,,,,,0,0,,,0,,,,,,
1738061342.6955266,,,,,0,0,,,0,,,,,,
1738061342.745037,,,,,0,0,,,0,,,,,,
1738061342.7954967,,,,,0,0,,,0,,,,,,
1738061342.843567,,,,,0,0,,,0,,,,,,
1738061342.895646,,,,,0,0,,,0,,,,,,
1738061342.9436603,,,,,0,0,,,0,,,,,,
1738061342.9956143,,,,,0,0,,,0,,,,,,
1738061343.0435996,,,,,0,0,,,0,,,,,,
1738061343.0958047,,,,,0,0,,,0,,,,,,
1738061343.1437445,,,,,0,0,,,0,,,,,,
1738061343.1957114,,,,,0,0,,,0,,,,,,
1738061343.24372,,,,,0,0,,,0,,,,,,
1738061343.2955523,,,,,0,0,,,0,,,,,,
1738061343.343773,,,,,0,0,,,0,,,,,,
1738061343.3957343,,,,,0,0,,,0,,,,,,
1738061343.4437008,,,,,0,0,,,0,,,,,,
1738061343.4961116,,,,,0,0,,,0,,,,,,
1738061343.598345,,,,,0,0,,,0,,,,,,
1738061343.6222718,,,,,0,0,,,0,,,,,,
1738061343.6480873,,,,,0,0,,,0,,,,,,
1738061343.6954417,,,,,0,0,,,0,,,,,,
1738061343.7658536,,,,,0,0,,,0,,,,,,
1738061343.8010535,,,,,0,0,,,0,,,,,,
1738061343.8436496,,,,,0,0,,,0,,,,,,
1738061343.8956704,,,,,0,0,,,0,,,,,,
1738061343.9437084,,,,,0,0,,,0,,,,,,
1738061343.9956787,,,,,0,0,,,0,,,,,,
1738061344.0453897,,,,,0,0,,,0,,,,,,
1738061344.1263614,,,,,0,0,,,0,,,,,,
1738061344.2148094,,,,,0,0,,,0,,,,,,
1738061344.3250194,,,,,0,0,,,0,,,,,,
1738061344.343506,,,,,0,0,,,0,,,,,,
1738061344.3627467,,,,,0,0,,,0,,,,,,
1738061344.431627,,,,,0,0,,,0,,,,,,
1738061344.5039814,,,,,0,0,,,0,,,,,,
1738061344.5243814,,,,,0,0,,,0,,,,,,
1738061344.550063,,,,,0,0,,,0,,,,,,
1738061344.6020818,,,,,0,0,,,0,,,,,,
1738061344.6271834,,,,,0,0,,,0,,,,,,
1738061344.7098315,,,,,0,0,,,0,,,,,,
1738061344.7396863,,,,,0,0,,,0,,,,,,
1738061344.767477,,,,,0,0,,,0,,,,,,
1738061344.8145154,,,,,0,0,,,0,,,,,,
1738061344.843755,,,,,0,0,,,0,,,,,,
1738061344.8957844,,,,,0,0,,,0,,,,,,
1738061344.9439893,,,,,0,0,,,0,,,,,,
1738061344.9956455,,,,,0,0,,,0,,,,,,
1738061345.0477657,,,,,0,0,,,0,,,,,,
1738061345.0956926,,,,,0,0,,,0,,,,,,
1738061345.1753561,,,,,0,0,,,0,,,,,,
1738061345.210508,,,,,0,0,,,0,,,,,,
1738061345.248223,,,,,0,0,,,0,,,,,,
1738061345.2959204,,,,,0,0,,,0,,,,,,
1738061345.348164,,,,,0,0,,,0,,,,,,
1738061345.395575,,,,,0,0,,,0,,,,,,
1738061345.4478776,,,,,0,0,,,0,,,,,,
1738061345.495957,,,,,0,0,,,0,,,,,,
1738061345.5478914,,,,,0,0,,,0,,,,,,
1738061345.5958457,,,,,0,0,,,0,,,,,,
1738061345.6479633,,,,,0,0,,,0,,,,,,
1738061345.6955788,,,,,0,0,,,0,,,,,,
1738061345.747759,,,,,0,0,,,0,,,,,,
1738061345.7960143,,,,,0,0,,,0,,,,,,
1738061345.8482182,,,,,0,0,,,0,,,,,,
1738061345.8984146,,,,,0,0,,,0,,,,,,
1738061345.9479063,,,,,0,0,,,0,,,,,,
1738061345.995546,,,,,0,0,,,0,,,,,,
1738061346.0478756,,,,,0,0,,,0,,,,,,
1738061346.0960133,,,,,0,0,,,0,,,,,,
1738061346.1478825,,,,,0,0,,,0,,,,,,
1738061346.1959298,,,,,0,0,,,0,,,,,,
1738061346.2831273,,,,,0,0,,,0,,,,,,
1738061346.3037102,,,,,0,0,,,0,,,,,,
1738061346.3480575,,,,,0,0,,,0,,,,,,
1738061346.3959646,,,,,0,0,,,0,,,,,,
1738061346.4485643,,,,,0,0,,,0,,,,,,
1738061346.4956634,,,,,0,0,,,0,,,,,,
1738061346.5487573,,,,,0,0,,,0,,,,,,
1738061346.5957594,,,,,0,0,,,0,,,,,,
1738061346.6477034,,,,,0,0,,,0,,,,,,
1738061346.6957905,,,,,0,0,,,0,,,,,,
1738061346.7481446,,,,,0,0,,,0,,,,,,
1738061346.8056746,,,,,0,0,,,0,,,,,,
1738061346.8790329,,,,,0,0,,,0,,,,,,
1738061346.9083307,,,,,0,0,,,0,,,,,,
1738061346.947578,,,,,0,0,,,0,,,,,,
1738061346.9958336,,,,,0,0,,,0,,,,,,
1738061347.0476558,,,,,0,0,,,0,,,,,,
1738061347.0960543,,,,,0,0,,,0,,,,,,
1738061347.1480768,,,,,0,0,,,0,,,,,,
1738061347.1956933,,,,,0,0,,,0,,,,,,
1738061347.2479703,,,,,0,0,,,0,,,,,,
1738061347.2956803,,,,,0,0,,,0,,,,,,
1738061347.3481638,,,,,0,0,,,0,,,,,,
1738061347.8680534,,,,,0,0,,,0,,,,,,
1738061348.0124743,,,,,0,0,,,0,,,,,,
