step,x,y,segment_length,cumulative_length
1,18,29,0.0,0.0
2,18,28,1.0,1.0
3,18,27,1.0,2.0
4,18,26,1.0,3.0
5,18,25,1.0,4.0
6,18,24,1.0,5.0
7,19,24,1.0,6.0
8,20,24,1.0,7.0
9,20,23,1.0,8.0
10,20,22,1.0,9.0
11,21,22,1.0,10.0
12,21,21,1.0,11.0
13,22,21,1.0,12.0
14,22,20,1.0,13.0
15,22,19,1.0,14.0
16,23,19,1.0,15.0
17,24,19,1.0,16.0
18,25,19,1.0,17.0
19,25,18,1.0,18.0
20,24,18,1.0,19.0
21,24,17,1.0,20.0
22,24,16,1.0,21.0
23,23,16,1.0,22.0
24,22,16,1.0,23.0
25,21,16,1.0,24.0
26,21,17,1.0,25.0
27,22,17,1.0,26.0
28,22,18,1.0,27.0
29,21,18,1.0,28.0
30,20,18,1.0,29.0
31,20,17,1.0,30.0
32,20,19,2.0,32.0
33,20,20,1.0,33.0
34,19,20,1.0,34.0
35,19,19,1.0,35.0
36,21,19,2.0,37.0
37,21,20,1.0,38.0
38,20,21,1.4142135623730951,39.41421356237309
39,19,21,1.0,40.41421356237309
40,19,22,1.0,41.41421356237309
41,19,23,1.0,42.41421356237309
42,18,23,1.0,43.41421356237309
43,19,25,2.23606797749979,45.65028153987288
44,20,25,1.0,46.65028153987288
45,20,26,1.0,47.65028153987288
46,19,26,1.0,48.65028153987288
47,19,27,1.0,49.65028153987288
48,19,28,1.0,50.65028153987288
49,20,28,1.0,51.65028153987288
50,20,29,1.0,52.65028153987288
51,19,29,1.0,53.65028153987288
52,19,30,1.0,54.65028153987288
53,18,30,1.0,55.65028153987288
54,18,31,1.0,56.65028153987288
55,18,32,1.0,57.65028153987288
56,19,32,1.0,58.65028153987288
57,20,32,1.0,59.65028153987288
58,20,31,1.0,60.65028153987288
59,21,31,1.0,61.65028153987288
60,21,32,1.0,62.65028153987288
61,21,33,1.0,63.65028153987288
62,20,33,1.0,64.65028153987288
63,19,33,1.0,65.65028153987288
64,19,34,1.0,66.65028153987288
65,19,35,1.0,67.65028153987288
66,20,35,1.0,68.65028153987288
67,21,35,1.0,69.65028153987288
68,22,35,1.0,70.65028153987288
69,22,34,1.0,71.65028153987288
70,23,34,1.0,72.65028153987288
71,23,33,1.0,73.65028153987288
72,22,33,1.0,74.65028153987288
73,22,32,1.0,75.65028153987288
74,22,31,1.0,76.65028153987288
75,22,30,1.0,77.65028153987288
76,21,30,1.0,78.65028153987288
77,20,30,1.0,79.65028153987288
78,21,29,1.4142135623730951,81.06449510224597
79,21,28,1.0,82.06449510224597
80,22,28,1.0,83.06449510224597
81,22,29,1.0,84.06449510224597
82,22,27,2.0,86.06449510224597
83,22,26,1.0,87.06449510224597
84,21,26,1.0,88.06449510224597
85,21,25,1.0,89.06449510224597
86,21,24,1.0,90.06449510224597
87,21,23,1.0,91.06449510224597
88,22,23,1.0,92.06449510224597
89,23,23,1.0,93.06449510224597
90,23,22,1.0,94.06449510224597
91,23,21,1.0,95.06449510224597
92,23,20,1.0,96.06449510224597
93,24,20,1.0,97.06449510224597
94,24,21,1.0,98.06449510224597
95,24,22,1.0,99.06449510224597
96,22,22,2.0,101.06449510224597
97,22,24,2.0,103.06449510224597
98,22,25,1.0,104.06449510224597
99,23,24,1.4142135623730951,105.47870866461906
100,21,27,3.605551275463989,109.08425994008306
101,20,27,1.0,110.08425994008306
102,19,31,4.123105625617661,114.20736556570071
103,20,34,3.1622776601683795,117.3696432258691
104,21,34,1.0,118.3696432258691
105,21,36,2.0,120.3696432258691
106,21,37,1.0,121.3696432258691
107,22,37,1.0,122.3696432258691
108,23,37,1.0,123.3696432258691
