step,x,y,segment_length,cumulative_length
470,40,26,1.0,626.3696735892195
471,40,27,1.0,627.3696735892195
472,39,27,1.0,628.3696735892195
473,39,28,1.0,629.3696735892195
474,40,28,1.0,630.3696735892195
475,40,29,1.0,631.3696735892195
476,40,30,1.0,632.3696735892195
477,40,31,1.0,633.3696735892195
478,39,31,1.0,634.3696735892195
479,39,32,1.0,635.3696735892195
480,39,33,1.0,636.3696735892195
481,39,34,1.0,637.3696735892195
482,39,35,1.0,638.3696735892195
483,38,35,1.0,639.3696735892195
484,38,34,1.0,640.3696735892195
485,38,32,2.0,642.3696735892195
486,38,31,1.0,643.3696735892195
487,39,30,1.4142135623730951,644.7838871515926
488,38,29,1.4142135623730951,646.1981007139657
489,38,27,2.0,648.1981007139657
490,38,26,1.0,649.1981007139657
491,39,26,1.0,650.1981007139657
492,39,25,1.0,651.1981007139657
493,39,24,1.0,652.1981007139657
494,39,23,1.0,653.1981007139657
495,38,23,1.0,654.1981007139657
496,38,22,1.0,655.1981007139657
497,40,23,2.23606797749979,657.4341686914655
498,38,25,2.8284271247461903,660.2625958162117
499,42,27,4.47213595499958,664.7347317712113
500,42,28,1.0,665.7347317712113
501,42,29,1.0,666.7347317712113
502,41,29,1.0,667.7347317712113
503,46,30,5.0990195135927845,672.8337512848041
504,47,30,1.0,673.8337512848041
505,48,30,1.0,674.8337512848041
506,49,30,1.0,675.8337512848041
507,49,29,1.0,676.8337512848041
508,48,29,1.0,677.8337512848041
509,50,30,2.23606797749979,680.0698192623039
510,48,32,2.8284271247461903,682.8982463870501
511,46,28,4.47213595499958,687.3703823420497
512,49,38,10.44030650891055,697.8106888509602
513,49,39,1.0,698.8106888509602
514,60,43,11.704699910719626,710.5153887616798
515,41,65,29.068883707497267,739.5842724691771
516,40,65,1.0,740.5842724691771
517,38,66,2.23606797749979,742.8203404466769
518,38,67,1.0,743.8203404466769
519,40,74,7.280109889280518,751.1004503359575
520,70,49,39.05124837953327,790.1516987154907
521,70,48,1.0,791.1516987154907
522,71,47,1.4142135623730951,792.5659122778638
523,72,47,1.0,793.5659122778638
524,72,48,1.0,794.5659122778638
525,73,48,1.0,795.5659122778638
526,73,49,1.0,796.5659122778638
527,74,49,1.0,797.5659122778638
528,75,49,1.0,798.5659122778638
529,76,49,1.0,799.5659122778638
530,76,47,2.0,801.5659122778638
531,77,47,1.0,802.5659122778638
532,78,47,1.0,803.5659122778638
533,78,46,1.0,804.5659122778638
534,78,45,1.0,805.5659122778638
535,78,44,1.0,806.5659122778638
536,79,44,1.0,807.5659122778638
537,80,44,1.0,808.5659122778638
538,80,43,1.0,809.5659122778638
539,81,43,1.0,810.5659122778638
540,81,42,1.0,811.5659122778638
541,82,42,1.0,812.5659122778638
542,82,41,1.0,813.5659122778638
543,82,40,1.0,814.5659122778638
544,81,40,1.0,815.5659122778638
545,80,41,1.4142135623730951,816.980125840237
546,80,42,1.0,817.980125840237
547,79,42,1.0,818.980125840237
548,78,42,1.0,819.980125840237
549,77,43,1.4142135623730951,821.3943394026101
550,76,44,1.4142135623730951,822.8085529649832
551,75,44,1.0,823.8085529649832
552,74,44,1.0,824.8085529649832
553,74,43,1.0,825.8085529649832
554,73,43,1.0,826.8085529649832
555,72,43,1.0,827.8085529649832
556,72,44,1.0,828.8085529649832
557,71,44,1.0,829.8085529649832
558,70,44,1.0,830.8085529649832
559,70,43,1.0,831.8085529649832
560,70,42,1.0,832.8085529649832
561,71,42,1.0,833.8085529649832
